Date,Operating_Income,State_0,State_1
2020-01-03,157.8647096170294,0.9999305290996439,6.947090035514088e-05
2020-01-06,158.35948751696287,0.9957409264160606,0.004259073583938386
2020-01-07,158.52280454218658,0.9929504141697951,0.007049585830203908
2020-01-08,158.68531709669998,0.9922453680731038,0.007754631926895007
2020-01-09,158.84702518050307,0.9933831656519122,0.006616834348086615
2020-01-10,159.0079287935958,0.9999220381069028,7.79618930959849e-05
2020-01-13,159.48581280861177,0.9951085337762527,0.004891466223746278
2020-01-14,159.64349853886304,0.9921627909317051,0.007837209068293763
2020-01-15,159.800379798404,0.9914554265940256,0.00854457340597329
2020-01-16,159.95645658723458,0.9926893367764753,0.0073106632235235055
2020-01-17,160.11172890535482,0.9997545099654389,0.00024549003455988936
2020-01-20,160.57271903545342,0.9938544877608918,0.006145512239107031
2020-01-21,160.7247734707322,0.9904955726604323,0.009504427339566308
2020-01-22,160.8760234353007,0.9897278065396649,0.01027219346033396
2020-01-23,161.02646892915885,0.9910622740434316,0.008937725956567154
2020-01-24,161.17610995230658,0.9987369076185021,0.0012630923814967155
2020-01-27,161.6202061974878,0.9854315616155328,0.014568438384466061
2020-01-28,161.76662933779414,0.9783476125988695,0.02165238740112913
2020-01-29,161.91224800739016,0.9767985042310814,0.023201495768917394
2020-01-30,162.0570622062758,0.9781100590942914,0.021889940905707124
2020-01-31,162.20107193445108,0.9864745957369823,0.013525404263016495
2020-02-03,162.62827429471494,0.9264111747981139,0.07358882520188499
2020-02-04,162.76906614004875,0.8966253750441098,0.103374624955889
2020-02-05,162.9090535146723,0.8903145085969227,0.10968549140307612
2020-02-06,163.04823641858553,0.8907852412479303,0.10921475875206858
2020-02-07,163.18661485178833,0.8995353165639306,0.10046468343606815
2020-02-10,163.5969233271347,0.7253936596948356,0.27460634030516323
2020-02-11,163.73208387749614,0.6447091355304334,0.35529086446956526
2020-02-12,163.86643995714724,0.6280812481073796,0.37191875189261914
2020-02-13,163.99999156608794,0.6263956109689078,0.37360438903109106
2020-02-14,164.13273870431829,0.6341365730684108,0.3658634269315881
2020-02-17,164.5261532947473,0.40206889270452023,0.5979311072954785
2020-02-18,164.65568255013622,0.30111214060969477,0.6988878593903038
2020-02-19,164.78440733481486,0.28083102497295825,0.7191689750270402
2020-02-20,164.9123276487831,0.27798985868401643,0.7220101413159823
2020-02-21,165.03944349204102,0.28326794677349754,0.7167320532265011
2020-02-24,165.41596419755257,0.1411328393672181,0.8588671606327807
2020-02-25,165.53986215796905,0.08270542480088394,0.9172945751991151
2020-02-26,165.6629556476752,0.07123974617891246,0.9287602538210866
2020-02-27,165.785244666671,0.06963146936733837,0.9303685306326605
2020-02-28,165.90672921495639,0.07258407079513522,0.9274159292048638
2020-03-02,166.2663560355506,0.030168822169232206,0.9698311778307667
2020-03-03,166.38462270099458,0.013430018234070286,0.9865699817659287
2020-03-04,166.5020848957283,0.010217377165209809,0.9897826228347893
2020-03-05,166.6187426197516,0.009905805666146898,0.990094194333852
2020-03-06,166.73459587306456,0.011465687248231967,0.9885343127517671
2020-03-09,167.07732880874133,0.00441476141311905,0.9955852385868799
2020-03-10,167.1899641792129,0.0015268998715336835,0.9984731001284654
2020-03-11,167.3017950789741,0.0009862220370438113,0.9990137779629553
2020-03-12,167.41282150802493,0.0010426171638166898,0.9989573828361825
2020-03-13,167.5230434663654,0.001882978312291506,0.9981170216877078
2020-03-16,167.8488825171248,0.0008431740828051286,0.9991568259171943
2020-03-17,167.95588659262387,0.0002412634301177035,0.9997587365698816
2020-03-18,168.0620861974126,0.0001317922887169963,0.9998682077112824
2020-03-19,168.167481331491,0.00019954779296283188,0.9998004522070365
2020-03-20,168.272071994859,0.0006692876367010596,0.9993307123632983
2020-03-23,168.581017160701,0.00037766552327477216,0.9996223344767247
2020-03-24,168.68238994122763,9.51692320965526e-05,0.9999048307679027
2020-03-25,168.78295825104385,4.428813045495119e-05,0.9999557118695442
2020-03-26,168.8827220901498,8.616861365834498e-05,0.9999138313863409
2020-03-27,168.98168145854532,0.0003595277384231837,0.999640472261576
2020-03-30,169.2737327394699,0.00023848121100975467,0.9997615187889894
2020-03-31,169.36947422502408,5.548420438706997e-05,0.9999445157956122
2020-04-01,169.46441123986784,2.2370798473630155e-05,0.9999776292015257
2020-04-02,169.5585437840013,4.7332862032970715e-05,0.9999526671379663
2020-04-03,169.6518718574244,0.0002126332528387305,0.9997873667471605
2020-04-06,169.92702925343156,0.0001645944332385494,0.9998354055667608
2020-04-07,170.01713944401325,3.676724054404236e-05,0.9999632327594552
2020-04-08,170.1064451638846,1.3384149332755913e-05,0.9999866158506664
2020-04-09,170.19494641304556,2.8609161900957372e-05,0.9999713908380982
2020-04-10,170.2826431914962,0.0001321136209608966,0.9998678863790382
2020-04-13,170.54090670258594,0.00011911272855713351,0.9998808872714421
2020-04-14,170.62538559819515,2.630958281080826e-05,0.9999736904171883
2020-04-15,170.709060023094,9.068310757853873e-06,0.9999909316892412
2020-04-16,170.79192997728254,1.8603971222799942e-05,0.9999813960287763
2020-04-17,170.87399546076068,8.549160021318364e-05,0.9999145083997859
2020-04-20,171.11536508693305,8.903909219364244e-05,0.9999109609078054
2020-04-21,171.1942126875698,1.988127392845095e-05,0.9999801187260707
2020-04-22,171.2722558174962,6.781091646249727e-06,0.9999932189083529
2020-04-23,171.34949447671224,1.291024643480381e-05,0.9999870897535644
2020-04-24,171.42592866521792,5.7381260381458594e-05,0.9999426187396177
2020-04-27,171.65040440647286,6.811925147666081e-05,0.9999318807485225
