Date,Operating_Income,State_0,State_1
2020-01-03,94.10297913714952,0.007440908190410345,0.9925590918095868
2020-01-06,94.19362605882033,0.0017865830715577896,0.9982134169284393
2020-01-07,94.22380317472818,0.0003091065871463564,0.9996908934128508
2020-01-08,94.2539610283115,6.325423226857166e-05,0.9999367457677286
2020-01-09,94.28409961957027,3.088166351558869e-05,0.9999691183364817
2020-01-10,94.31421894850449,4.182238913441899e-05,0.9999581776108628
2020-01-13,94.4044613613599,0.00040193471460259195,0.9995980652853949
2020-01-14,94.43450364099597,7.82612566897511e-05,0.9999217387433077
2020-01-15,94.46452665830749,1.774057651791036e-05,0.9999822594234795
2020-01-16,94.49453041329446,9.801300621745284e-06,0.9999901986993758
2020-01-17,94.5245149059569,2.1864590938281133e-05,0.9999781354090592
2020-01-20,94.61435280999693,0.0003718053657729232,0.9996281946342246
2020-01-21,94.64426025336118,7.259528349866148e-05,0.9999274047164988
2020-01-22,94.6741484344009,1.6105497929704842e-05,0.9999838945020679
2020-01-23,94.70401735311609,8.583181387195802e-06,0.9999914168186105
2020-01-24,94.73386700950671,1.9108960681666417e-05,0.9999808910393161
2020-01-27,94.82330040473137,0.00034656722464735995,0.9996534327753502
2020-01-28,94.85307301182381,6.783189700715696e-05,0.9999321681029905
2020-01-29,94.88282635659174,1.4735277847828014e-05,0.9999852647221499
2020-01-30,94.91256043903512,7.566195104733605e-06,0.9999924338048929
2020-01-31,94.94227525915397,1.6752069115702638e-05,0.999983247930882
2020-02-03,95.03130414556321,0.0003230405946941668,0.9996769594053037
2020-02-04,95.0609419163839,6.343087045739939e-05,0.9999365691295403
2020-02-05,95.09056042488,1.3512395376820061e-05,0.9999864876046209
2020-02-06,95.12015967105161,6.685540954710269e-06,0.999993314459043
2020-02-07,95.14973965489865,1.4707389193603218e-05,0.9999852926108042
2020-02-10,95.23836403249251,0.00030110126926642775,0.9996988987307314
2020-02-11,95.26786696704137,5.935840913159589e-05,0.9999406415908662
2020-02-12,95.2973506392657,1.2417613496947276e-05,0.999987582386501
2020-02-13,95.32681504916549,5.9212208451493364e-06,0.9999940787791528
2020-02-14,95.35626019674075,1.293080622104282e-05,0.999987069193777
2020-02-17,95.44448006551922,0.0002806403437465126,0.9997193596562515
2020-02-18,95.47384816379629,5.5585396280494615e-05,0.9999444146037175
2020-02-19,95.50319699974882,1.1434696931303049e-05,0.9999885653030668
2020-02-20,95.53252657337681,5.256429474388588e-06,0.9999947435705236
2020-02-21,95.56183688468026,1.138485464359437e-05,0.9999886151453543
2020-02-24,95.64965224464338,0.0002615570753401151,0.9997384429246579
2020-02-25,95.67888550664864,5.2085867310008446e-05,0.9999479141326879
2020-02-26,95.70809950632936,1.0549767723943778e-05,0.999989450232274
2020-02-27,95.73729424368557,4.676960845645325e-06,0.9999953230391525
2020-02-28,95.76646971871723,1.0037615230253528e-05,0.9999899623847679
2020-03-02,95.85388056986494,0.00024375810765080356,0.999756241892347
2020-03-03,95.88297899559839,4.8836587811247754e-05,0.9999511634121865
2020-03-04,95.91205815900736,9.750928231503844e-06,0.9999902490717664
2020-03-05,95.94111806009175,4.170782617054528e-06,0.9999958292173808
2020-03-06,95.97015869885159,8.86184920089561e-06,0.999991138150797
2020-03-09,96.05716504118391,0.00022715680608744113,0.9997728431939105
2020-03-10,96.08612863064562,4.5816700119432247e-05,0.9999541832998785
2020-03-11,96.11507295778274,9.02794908534787e-06,0.9999909720509126
2020-03-12,96.14399802259534,3.7276838569206988e-06,0.999996272316141
2020-03-13,96.17290382508341,7.834274506069968e-06,0.9999921657254917
2020-03-16,96.25950565860032,0.000211672675793178,0.9997883273242043
2020-03-17,96.28833441179022,4.300742463791363e-05,0.9999569925753595
2020-03-18,96.31714390265556,8.372010048165342e-06,0.9999916279899493
2020-03-19,96.34593413119636,3.3389828442221684e-06,0.9999966610171531
2020-03-20,96.37470509741266,6.934959706013788e-06,0.9999930650402914
2020-03-23,96.46090242211417,0.0001972308486806387,0.9998027691513167
2020-03-24,96.48959633903227,4.0391806342286066e-05,0.9999596081936549
2020-03-25,96.5182709936258,7.775484269199817e-06,0.9999922245157279
2020-03-26,96.54692638589482,2.997284188220944e-06,0.999997002715809
2020-03-27,96.57556251583928,6.146815414099725e-06,0.9999938531845831
2020-03-30,96.66135533172545,0.00018376162863079998,0.9998162383713664
2020-03-31,96.68991441237172,3.79544986813427e-05,0.999962045501316
2020-04-01,96.7184542306935,7.231758232054836e-06,0.9999927682417653
2020-04-02,96.74697478669069,2.6962765453038462e-06,0.9999973037234519
2020-04-03,96.77547608036339,5.455166843677576e-06,0.9999945448331533
2020-04-06,96.86086438743413,0.00017120008594561641,0.9998287999140514
2020-04-07,96.88928863180863,3.568157854732686e-05,0.9999643184214496
2020-04-08,96.9176936138586,6.735081126952638e-06,0.9999932649188702
2020-04-09,96.94607933358401,2.4305638238855736e-06,0.9999975694361732
2020-04-10,96.97444579098489,4.847393904333226e-06,0.9999951526060927
2020-04-13,97.05942958924027,0.0001594856937760058,0.9998405143062211
2020-04-14,97.08771899734295,3.3560387154030145e-05,0.9999664396128433
2020-04-15,97.11598914312111,6.2804385362972595e-06,0.999993719561461
2020-04-16,97.14424002657475,2.19552406914063e-06,0.9999978044759282
2020-04-17,97.1724716477038,4.31262766312428e-06,0.9999956873723341
2020-04-20,97.25705093714379,0.00014856200049240118,0.9998514379995049
2020-04-21,97.2852055089747,3.157939259218942e-05,0.9999684206074052
2020-04-22,97.31334081848107,5.863446254683749e-06,0.9999941365537427
